text,text_processed
"Empezare por hablar de la ubicación, está a un paseo to del centro, pero al ser una calle llena de comercios y bares, se hace ameno el llegar hasta el mismo",empezare hablar ubicacion paseo to centro ser calle llena comercios bares hace ameno llegar mismo
"Las habitacion amplía, con buenas camas y almohadas, y un detalle que no suele haber en muchos hoteles, una percha",habitacion amplia buenas camas almohadas detalle no suele haber hoteles percha
"Pero con un defecto, se oye todo de otras habitaciones y además el termostato del aire acondicionado no se puede regular, va con la temperatura general q es de 21 grados y al estar de frente a la cama, te quedas helado al rato y si lo quitas pues hace calor dentro, es algo que deberían arreglar",defecto oye habitaciones ademas termostato aire acondicionado no puede regular va temperatura general q 21 grados frente cama quedas helado rato quitas pues hace calor dentro deberian arreglar
Se ve que se preocupan mucho por el confort de los viajeros,ve preocupan confort viajeros
"Entregan hasta un cuestionario preguntando la opinión, pero nos lo dieron el primer día y al haber llegado la tarde del día anterior aún no habíamos notado…",entregan cuestionario preguntando opinion dieron primer dia haber llegado tarde dia anterior aun no notado
Gran hotel,gran
"Muy buen hotel, con situación en pleno centro",buen situacion pleno centro
"Habitaciones amplias, cómodas, baño con diseño muy bonito, WiFi gratis",habitaciones amplias comodas bano diseno bonito wifi gratis
Terraza para tomar algo,terraza tomar
"Paradas de bus muy cerca, la calle de bares a 200mts aprox",paradas bus cerca calle bares 200mts aprox
La catedral está a 300mts aprox Repetiré,catedral 300mts aprox repetire
Ubicación inmejorable ,ubicacion inmejorable
Hemos pasado el fin de semana en una de las suit,pasado fin semana suit
"Una habitación muy bonita, con una cama enorme y buena",habitacion bonita cama enorme buena
El baño era precioso aunque el agua de la ducha se salía,bano precioso aunque agua ducha salia
"Está ubicado en un sitio perfecto para ir de tapas, visitar gran vía, el paseo de los tristes y millones de lugares más",ubicado sitio perfecto ir tapas visitar gran via paseo tristes millones lugares
Fin de semana en Granada,fin semana granada
"La habitación limpia, la cama cómoda, las vistas buenas, el personal amable, la cafetería para el desayuno muy rico todo",habitacion limpia cama comoda vistas buenas personal amable cafeteria desayuno rico
Restaurante con música en vivo,restaurante musica vivo
Céntrico,centrico
En general muy bien,general bien
"El spa, bueno una minipiscina con un chorrito",spa bueno minipiscina chorrito
"Ofrecen un servicio de parking, es un parking que hay que pagar, un poco más barato por estar alojados en el hotel, pero está a unas calles del mismo",ofrecen servicio parking parking pagar barato alojados unas calles mismo
Espero os sirva de ayuda porque Granada siempre es un buen plan! 💜,espero sirva ayuda granada siempre buen plan
Excelente lugar para conocer Granada,excelente lugar conocer granada
"Es un hotel en una ubicación privilegiada cerca a todas las atracciones turísticas de Granada, habitación comida y limpia, decoración agradable y con tetera en la habitación, baño amplio, con gel de ducha y shampoo gratuito, el personal agradable y atento, con medidas para evitar la transmisión de Covid-19, geles hidroalcoholicos a la entrada y en los pasillos",ubicacion privilegiada cerca todas atracciones turisticas granada habitacion comida limpia decoracion agradable tetera habitacion bano amplio gel ducha shampoo gratuito personal agradable atento medidas evitar transmision covid 19 geles hidroalcoholicos entrada pasillos
Buena opción,buena opcion
La ubicación es excelente,ubicacion excelente
El hotel está limpio y tiene todo lo necesario teniendo en cuenta el precio,limpio necesario cuenta precio
Hay una sala en la cuarta planta con café y todo lo necesario para cocinar,sala cuarta planta cafe necesario cocinar
"Lo peor, el ruido",peor ruido
Está muy cerca de una zona de bares y se nota,cerca zona bares nota
Nosotros estábamos en la primera planta con vistas a la plaza y de oía mucho,primera planta vistas plaza oia
"Pero aún así, repetiría",aun asi repetiria
El personal muy amable,personal amable
Visita Rapida,visita rapida
"Hotel genial para un fin de semana, en el mismo centro, al lado de la calle de tapeo Navas, cerca de la catedral",genial fin semana mismo centro lado calle tapeo navas cerca catedral
Muy cordiales en todo momento,cordiales momento
"La habitación limpia, amplia, la cama comoda",habitacion limpia amplia cama comoda
"El desayuno lo teníamos incluido, con opciones varias",desayuno incluido opciones varias
Escapada a Granada,escapada granada
Me encanto la habitación,encanto habitacion
Pequeña pero muy coqueta y acogedora,pequena coqueta acogedora
Colchón ideal,colchon ideal
Baño limpio y agua muy calentita,bano limpio agua calentita
Muy céntrico y a un paso de todo,centrico paso
Pero lo mejor de todo fue la atención del conserje,mejor atencion conserje
Un 10,10
Sin duda repetiremos,sin duda repetiremos
PERFECTA UBICACIÓN,perfecta ubicacion
Alojamiento tipo Hostel con una ubicación privilegiada,alojamiento tipo hostel ubicacion privilegiada
Desayuno sencillo pero que cumple con las necesidades del día a día normal,desayuno sencillo cumple necesidades dia dia normal
Habitaciones limpias y muy coloridas ,habitaciones limpias coloridas
"No avisaron de que estaba rota el agua caliente ,menos mal que andamos en julio y eso alivió el tema",no avisaron rota agua caliente menos mal andamos julio alivio tema
Lo mejor: la vista sobre La Alhambra,mejor vista alhambra
Estos apartamentos están muy bien ubicados,apartamentos bien ubicados
Nosotros ocupamos una de las cuevas,ocupamos cuevas
"Valga decir que nunca pudimos ver a la persona encargada del hotel, pues aunque decía que estaría desde las 9:00am nunca la vimos",valga decir nunca pudimos ver persona encargada pues aunque decia 900am nunca vimos
Cabe anotar que esto no influyó mucho en nuestra estadía pues nos habían enviado via email la clave de acceso de la puerta ppal y nos habían dejado las llaves en un lugar seguro,cabe anotar no influyo estadia pues enviado via email clave acceso puerta ppal dejado llaves lugar seguro
La cueva es muy cómoda aunque obviamente al ser cueva tiene algo de humedad,cueva comoda aunque obviamente ser cueva humedad
De todas maneras la temperatura interior se mantiene perfecta sin importar si fuera hace frío o calor,todas maneras temperatura interior mantiene perfecta sin importar hace frio calor
"Lo mejor de estos apartamentos es la vista sobre la Alhambra, ¡mejor imposible! Tiene varias mesas en la terraza y algunos sofás y otras mesas en el área de la pìscina lo que lo hacen perfecto para  pasar un rato…",mejor apartamentos vista alhambra mejor imposible varias mesas terraza sofas mesas area piscina hacen perfecto pasar rato
Hermosa vista,hermosa vista
"Los apartamentos están situados en pleno sacromonte, unos metros más alejados del barrio del Albaycín",apartamentos situados pleno sacromonte metros alejados barrio albaycin
Tomamos una habitación con vistas a la Alhambra y fue hermoso despertarse cada día mirando semejante paisaje,tomamos habitacion vistas alhambra hermoso despertarse cada dia mirando semejante paisaje
"El apartamento cuenta con todas las comodidades: buenos baños, dejan cosas para el desayuno, vajilla completa, buen aire acondicionado",apartamento cuenta todas comodidades buenos banos dejan cosas desayuno vajilla completa buen aire acondicionado
Sólo observaría dos cosas: la primera es que es demasiado pequeño a nuestro gusto,solo observaria dos cosas primera demasiado pequeno gusto
"Es cierto que estuvimos poco y nada allí dentro, pero viajando con niños nos quedó muy pequeño el espacio",cierto nada alli dentro viajando ninos quedo pequeno espacio
"La segunda observación es que sacamos un apartamento para cuatro personas y tenían un sofá cama en el comedor, que era tan pequeño que quedaba totalmente anulado por el sofá cama abierto",segunda observacion sacamos apartamento cuatro personas sofa cama comedor tan pequeno quedaba totalmente anulado sofa cama abierto
"Sin embargo, el mayor problema fue lo incómodo que resultaba…",sin embargo mayor problema incomodo resultaba
Ubicación y vistas a la Alhambra,ubicacion vistas alhambra
Apartamentos muy coquetos y muy cuidados donde pasar un buen fin de semana para visitar Granada,apartamentos coquetos cuidados pasar buen fin semana visitar granada
Al estar en el Albaicín ya estás metido de lleno en uno de los puntos fuertes de Granada,albaicin metido lleno puntos fuertes granada
La Alhambra asoma por sus ventanas siendo la habitación más alta la más recomendable por sus vistas,alhambra asoma ventanas siendo habitacion alta recomendable vistas
Todo está muy cuidado y en perfecto estado,cuidado perfecto
"Tiene una gran cama muy cómoda, una gran bañera, plato de ducha y el váter aislado del resto de la habitación El único punto negro fue el olor de las tuberías del váter que era francamente insoportable",gran cama comoda gran banera plato ducha vater aislado resto habitacion unico punto negro olor tuberias vater francamente insoportable
No se si era algo normal o algo puntual solo se que a mi me perjudicó bastante,no normal puntual solo perjudico bastante
Pedimos una habitacion doble con plato de ducha,pedimos habitacion doble plato ducha
"Todo estaba muy limpio y ordenado, enfrenre de la alhambra y con parada de bus tambien enfrente",limpio ordenado enfrenre alhambra parada bus enfrente
Lo que no nos ha gustado es que la nevera no enfriaba y la tele era casi en blanco y negro por lo demas genial,no gustado nevera no enfriaba tele casi blanco negro demas genial
Valoración Hotel Guadalupe,valoracion guadalupe
"Muy buena atención, especialmente la del maitre José",buena atencion especialmente maitre jose
Muy simpático y agradable,simpatico agradable
Las instalaciones muy buenas y la ubicación del hotel excelente,instalaciones buenas ubicacion excelente
Al lado de la Alambra y muy cerca del centro de Granada,lado alambra cerca centro granada
Tranquilo y muy buena ubicación,tranquilo buena ubicacion
"Es un hotel tipo familiar, con una perfecta ubicación, justo enfrente de la Alhambra",tipo familiar perfecta ubicacion justo enfrente alhambra
El personal es muy simpático y atento,personal simpatico atento
Muy profesionales,profesionales
"El hotel está limpio, y el desayuno es variado y muy bueno",limpio desayuno variado bueno
El tamaño de la habitación y del baño es muy correcto,tamano habitacion bano correcto
Buena calidad- precio,buena calidad precio
Como pega pondría que la ventana de la habitación daba a un patio interior con motores,pega pondria ventana habitacion daba patio interior motores
